上山批次	name	en	color	bg	level	metaphor1	metaphor1Text	metaphor2	metaphor2Text	history1	history1_1	history2	history2_1	mammel_repre	bird_repre	reptiles_repre	amphibian_repre	insect_repre	mammal	bird	reptiles	amphibian	insect	others	active	city	journal	height	level	season	sprint 錯字請訂正3遍	summer	fall	winter	note	application	application1	application2	application3	hikinglink	picture1		text1	picture2		text2	picture3		text3	picture4		text4	picture5		text5	picture6		text6	picture7		text7	picture8		text8	picture9		text9	picture10		text10	trail
第一波	觀音山	guanyinshan	green	bgGreen	綠	壯	觀音山之最高峰為「硬漢嶺」，是過往訓練憲兵用之場地，在民國 50 年時為加強訓練，命令憲兵官兵徒手開闢硬漢路，可謂真正之「硬漢」。	硬	自清代開始，因觀音山的石頭質地佳，因此成為居民築屋、建廟、雕鑿的材料，諸如台北城、芝山岩隘門、龍山寺廟基等，皆以觀音山石為材，因而成為本土石材中無可取代之名。	清代時即有多種名稱，最常被使用的為「八里坌山」；直到十九世紀末越來越多人稱其為「觀音山」，由於火山噴發後的岩漿、碎屑等堆積，形成的十八連峰由遠處遙望有如一座斜臥的觀音菩薩；此外，清初建有各式恭奉觀音菩薩的寺院，居民為了拜觀音而上山，久而久之也就以其為名。		觀音賜水奇景	"會長因曾在登山時被山友請喝一杯水，開始揹著飲用水上觀音山奉茶。
從一個人揹水到涼亭供人泡茶，後來設計了一尊「觀音」造型的水塔，此一善舉吸引山友加入揹水行列，並於 2000 年正式成立揹水隊、2010 年成立奉茶基地，添加了過濾及揹水設備，同時也準備了急救設備 AED，保護山友的安全。"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	赤腹松鼠（常）、山羌（常）、白鼻心（常）	大冠鷲（常）、五色鳥（常）、松雀鷹（常）	黃口攀蜥（常）、紅斑蛇（常）、臭青公（常）	小雨蛙（常）、黑眶蟾蜍（常）、拉都希氏赤蛙（常）	姬黃三線蝶（常）、青鳳蝶（常）、流星蛺蝶（常）	"1. 為猛禽遷徒過境之地，北海岸及觀音山國家風景區管理處於每年4～5月會在此舉行觀鷹生態教育活動。
2. 猛禽以赤腹鷹、灰面鵟鷹、鳳頭蒼鷹、大冠鷲稱為「觀音四秀」。"	4,5	新北市	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	guanyinshan1	guanyinshan1: [guanyinshan1webp, guanyinshan1],	/ 遠眺觀音山起伏的山形 / 攝影：宇宙浪人工作室 /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/91koCaegzQxWgPGdZ918gTZA
第一波	鯉魚山	liyushan	green	bgGreen	綠	多同名	在網路上搜尋「鯉魚山」，會發現在內湖、台東及花蓮都有鯉魚山的存在，而此處指的是位於花蓮鯉魚潭旁的鯉魚山。	貼心	鯉魚山提供了 7 種不同的步道，分別有野餐、健身、賞鳥、登山、遠眺及野趣等不同類型供民眾選擇，並在各不同景點設置了涼亭及瞭望台，十分的貼心。	"鯉魚山名之由來有兩個說法：
其一來自於〈花蓮縣誌〉中的記載，「脊緩起伏，自西北折南走，狀似鯉魚蜷臥」，因山形酷似鯉魚而得名。

另一為，西元1860年福建陸路提督羅大春奉命前往大南澳地區進行開墾，修築蘇澳至花蓮的路段。後因羅提督在奇萊山側見一大水潭，有許多鯉魚優游其中，故稱之為鯉魚潭，潭邊的小山也因此被名為鯉魚山。"		跨海尋親	"鯉魚山下有一個日本人的移民村－豐田社區，後因日本戰敗，居民全數被遣送回國，後來客家族群移居此處，使得被保存下來的遺跡並不多。
過了數十年，有一個日本婆婆回台尋根，她遍尋不著記憶中的家，最後卻駐足在一面泥牆前哭泣，因為她找到當年母親難產時，父親在泥牆寫下的字句。"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	赤腹松鼠（常）、台灣獼猴（常）	大彎嘴（常）、朱鸝（常）、灰喉山椒鳥（常）	雨傘節（常）、眼鏡蛇（常）、龜殼花（常）	盤古蟾蜍（常）、莫氏樹蛙（常）、艾氏樹蛙（常）	雨傘節（常）、眼鏡蛇（常）、龜殼花（常）	東北季風時期，猛禽過境，9～10月除了看得見赤腹鷹外，也會看到其它猛禽，如：臺灣松雀鷹、灰面鷲、林鵰、蒼鷹等。	9,10	花蓮縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	liyushan1	liyushan1: [liyushan1webp, liyushan1],	/ 沿途的休息平台 / 攝影：@mike926.chen /	liyushan2	liyushan2: [liyushan2webp, liyushan2],	/ 步道終點，回到鯉魚潭邊 / 攝影：@mike926.chen /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/8CT91YJpyRwWqH6Z90ZC2hag
第一波	無耳茶壺山	wuerchahushan	green	bgGreen	綠	回甘	因山形似沒有耳朵的茶壺，且山頂上沒有樹，每當有雲霧漂過時，就像剛泡好茶的茶壺般冒出騰騰熱氣。	奇蹟	茶壺山因山頂上望下去的美景及神秘感似被譽為世界七大奇蹟之一的天空之城「馬丘比丘」，因而有「台版馬丘比丘」之稱號。	"茶壺山，因其山形遠看似沒有耳朵的茶壺而得「無耳茶壺山」之名；從另一角度看像一頭獅子，故又名「石獅山」。
此山座落在金瓜石旁，一路上都可以見過去金礦場的痕跡。"		美照生死一瞬間	"在原本的道路外，有一美麗卻十分危險之處，會經過一30米深的豎井，是早期坑道挖金礦為通風所設置，而後停止挖礦後，則以石頭或木板擋住。
但近年來喜愛打卡的山友，卻因此而失足掉落豎井，失蹤、身亡的人數日漸上升，甚至曾有人說親友托夢告知其掉落豎井，才派警察前往探尋發現罹難者。

提醒：在拍美照的同時，還是須以安全為第一優先唷！"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	臺灣刺鼠（常）、臺灣野兔（常）、鬼鼠（常）	大冠鷲（常）、白頭翁（常）、紅嘴黑鵯（常）	麗紋石龍子（常）、翠斑草蜥（常）、過山刀（常）	斯文豪氏赤蛙（常）、黑眶蟾蜍（常）	麗紋石龍子（常）、翠斑草蜥（常）、過山刀（常）	秋冬季節是無耳茶壺山步道最熱門的季節，溫度適宜以及滿山遍野的芒花。	9,10,11,12,1	新北市	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	wuerchahushan1	wuerchahushan1: [wuerchahushan1webp, wuerchahushan1],	/ 茶壺山特殊的山形 / 攝影：柯政祥 /	wuerchahushan2	wuerchahushan2: [wuerchahushan2webp, wuerchahushan2],	/ 由茶壺山望向半屏山 / 攝影：柯政祥 /	wuerchahushan3	wuerchahushan3: [wuerchahushan3webp, wuerchahushan3],	/ 山腰處眺望遠處陰陽海 / 攝影：柯政祥 / 	wuerchahushan4	wuerchahushan4: [wuerchahushan4webp, wuerchahushan4],	/ 由步道下方仰望茶壺山 / 攝影：柯政祥 /	wuerchahushan5	wuerchahushan5: [wuerchahushan5webp, wuerchahushan5],	/ 由半屏山遠望茶壺山，山勢突出 / 攝影：柯政祥 /		: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/58bcAoFGRdmivmlgJp99ssA
第二波	紅頭山	hongtoushan	green	bgGreen	綠	可芋不可求	芋頭是蘭嶼的傳統主食之一，當地有多種類的芋頭，紅頭山的山腳下有一大片水芋田，是蘭嶼的根。	熱	蘭嶼是全台唯一被歸於熱帶雨林氣候的地區，其年溫差小、 終年炎熱且潮濕多雨，紅頭山為島上第一高峰，因而擁有獨特的熱愛雨林生態，以熱帶板根植物為特色。	蘭嶼舊稱為紅頭嶼，因是經火山爆發而形成的小島，紅頭山沿用了蘭嶼的舊名，因而命名；其又稱芬蘭峰、達悟山，因是蘭嶼的第一高峰、同時也是達悟族的聖山。		不能觸石的禁忌	"傳說有位神來到附近的海域造島，又跑到山內觸動了巨石及巨竹，竟接連蹦出兩位男孩。
而後兩人的膝蓋竟各蹦出一對龍鳳胎，祂們讓其各自結婚卻生出殘缺的嬰孩，後改為交換婚才產出健康的嬰兒，因此達悟族人至今仍遵守著不能輕易觸石等禁忌。"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	蘭嶼長尾麝鼩（常）、臺灣狐蝠（常）、白鼻心（常）	蘭嶼角鴞（常）、紫授帶（常）、長尾鳩（常）	長尾南蜥（常）、菊池氏壁虎（常）、鐵線蛇（常）	澤蛙（常）、黑眶蟾蜍（常）、虎皮蛙(保)	珠光鳳蝶（常）、烏鴉鳳蝶（常）、蘭嶼粉蝶（常）			台東縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	hongtoushan1	hongtoushan1: [hongtoushan1webp, hongtoushan1],	/ 熱帶林風貌 / 攝影：黃愛達 /	hongtoushan2	hongtoushan2: [hongtoushan2webp, hongtoushan2],	/ 宛如走入叢林探險 / 攝影：黃愛達 /	hongtoushan3	hongtoushan3: [hongtoushan3webp, hongtoushan3],	/ 帶有魔幻色彩的蜷曲樹枝 / 攝影：黃愛達 /	hongtoushan4	hongtoushan4: [hongtoushan4webp, hongtoushan4],	/ 望向山頂 / 攝影：黃愛達 /		: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/ohZ6791iARYKzjl91gUvoBLw
第一波	橫山	hengshan	coffee	bgCoffee	灰咖	遊走邊緣	橫山主要的兩個步道「賞櫻步道」、「觀日步道」，皆遊走於南投縣及彰化縣之邊緣，可說是兩縣市的分隔線。	鵟ㄎㄨㄤˊ	橫山上有一賞鷹平台，在每年的3、4月會有灰面鵟鷹群過境，此處為牠們北返西伯利亞的短暫棲息地；除此之外，也有大冠鷲、鳳頭蒼鷹及松雀鷹等鷹類頻繁出沒於山中。	橫山之山頂上有兩顆基石，相距約有100公尺，別名尖山、湖山，但大部分將這兩顆基石統稱為橫山。此外，橫山為八卦山脈之最高點，因此有視野極佳的觀日平台。		猴探井真的有「猴」？	經常有人將鄰近的橫山與猴探井一併討論，是值得造訪的兩步道，而根據新聞指出，附近的山區一帶竟真的出現獼猴闖入鳳梨田大吃鳳梨。特生中心表示：南投山區一帶的獼猴大多聚集在松柏嶺，因經常被民眾餵養造導致數量增加，但現有食物不足，才會出來搶食。	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	臺灣獼猴（常）、赤腹松鼠（常）、臺灣鼱鼠（常）	松雀鷹（常）、黑枕藍鶲（常）、樹鵲（常）	麗紋石龍子（常）、斯文豪氏攀蜥（特）、印度蜓蜥（常）	莫氏樹蛙（常）、面天樹蛙（常）、褐樹蛙（特）	臺灣紫斑蝶（常）、姬波紋小灰蝶（常）、端紫斑蝶（常）	每年3月春分前後，是灰面鵟鷹北返棲息地而大舉過境本區的高峰期。	3	南投縣、彰化縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	hengshan1	hengshan1: [hengshan1webp, hengshan1],	/ 簡易好走的階梯步道 / 攝影：skyler_0707 /	hengshan2	hengshan2: [hengshan2webp, hengshan2],	/ 登山口附近田園景色 / 攝影：skyler_0707 /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/UEar9091rBTRmrpqq30jaw8g
第二波	天上山	tianshangshan	coffee	bgCoffee	灰咖	有皇帝相	因為附近山系中最高者，看似君臨天下、高度傲視四周群山之姿，也因而得「皇帝山」之名號。	長長久久	天上山山頂上的三等三角點基石 編號為「一０九九」，由於基石的頂部缺了一角，乍看之下編號像是「九九」，又因藏在下方，因此有遊客認為這是一種「長長久久」的意象。	原先名為「皇帝殿山」，有「君臨天下不可侵犯」之意；由於它是土城山系的最高峰，有「高高在天上」的感覺因而得現名；除此之外，位置處於最中間的它，格外有一脈之主的霸氣，又稱「皇帝山」；而位處於新店、三峽及土城三區界線上的它，也被當地居民稱為「內坡山」。		天上山霸主 — — 猴王？	"根據傳聞指出，在天上山還沒開始栽種桐花時，是為一群猴子所霸佔，這也是當地猴洞命名由來。
直到百年餘前，人類開始入侵牠們的地盤，才換成人類主宰當地，現已難在當地見得猴子之身影。"	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	大赤鼯鼠（常）、鼬獾（常）、白鼻心（常）	麻雀（常）、白頭翁（常）、綠繡眼（常）	鉛山壁虎（常）、印度蜓蜥（常）、麗紋石龍子（常）	拉都希氏赤蛙（常）、黑眶蟾蜍（常）、斯文豪氏赤蛙（常）	虎斑蝶（常）、玉帶鳳蝶（常）、樺斑蝶（常）	五月的桐花似雪，承天禪寺的莊嚴肅穆，兼具賞花與參拜的郊山步道。	5	新北市	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	tianshangshan1	tianshangshan1: [tianshangshan1webp, tianshangshan1],	/ 山徑夕照 / 攝影：偷你 /	tianshangshan2	tianshangshan2: [tianshangshan2webp, tianshangshan2],	/ 山頂立有三等三角點 / 攝影：偷你 /	tianshangshan3	tianshangshan3: [tianshangshan3webp, tianshangshan3],	/ 步道階梯一景 / 攝影：偷你 /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/B7wL90eQWT996qvh0ZGoa2Ag
第二波	飛鳳山	feifengshan	coffee	bgCoffee	灰咖	遠視	飛鳳山因山勢方向及位置關係，在天氣晴朗時能自山頂的觀日亭看到台北101，是在台北以外能以最遠的距離能看見101的地方。	吉祥	鳳凰是鳥中之王，有天下太平的象徵；除此之外，鳳凰花也代表歡送歷屆畢業生、火紅的盛開代表給予滿滿的祝福。	「飛鳳」一名起自於其山勢輪廓遠望像是一隻伸頸、將俯下飛行的鳳凰而得名，山中也遍植鳳凰木，更加呼應此一名稱。		美名與美景兼具的山	"飛鳳山因冬季會盛開梅花，因此被列為竹縣八景之一「飛鳳探梅」。
另一也被列為竹縣八景之一的是「飛鳳夕照」，據說在傍晚夕陽西照石站在山頂的觀日亭，望出去的景色優美如畫。"	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	赤腹松鼠（常）、刺鼠（常）、臺灣小蹄鼻蝠（常）	小雨燕（常）、白頭翁（常）、頭烏線（常）	蠍虎（常）、臭青公（常）、麗紋石龍子（常）	澤蛙（常）、黑眶蟾蜍（常）、斯文豪氏赤蛙（常）	大鳳蝶（常）、熊蜂（常）、虎斑蝶（常）	一年四季均可登山，天氣晴朗時可於觀日亭遙望101大樓，以及兩座百年古剎可順道參訪。	all	新竹縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	feifengshan1	feifengshan1: [feifengshan1webp, feifengshan1],	/ 前往登山口路上的牌樓 / 攝影：@Chnag Archiu /	feifengshan2	feifengshan2: [feifengshan2webp, feifengshan2],	/ 步道上的景色 / 攝影：@Chnag Archiu /	feifengshan3	feifengshan3: [feifengshan3webp, feifengshan3],	/ 路徑上有輔助拉繩 / 攝影：@Chnag Archiu /	feifengshan4	feifengshan4: [feifengshan4webp, feifengshan4],	/ 山巒展望 / 攝影：@Chnag Archiu /		: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/gK2AgKJmQi65XYRdMxZ8ag
第一波	壽山	shoushan	coffee	bgCoffee	灰咖	愛吃香蕉	"又名「耶普山」，是荷蘭人統治時期所命，為猿山、猴山之意，名稱來源是柴山著名的台灣獼猴。
有前人利用柴山上的香蕉樹做成的香蕉筏，而當地之獼猴也有多次搶食遊客香蕉之新聞，因而成為當地為人所知的特色。"	有人情味	柴山奉茶隊是活絡柴山登山步道的大功臣，他們不分平日假日都會背著重達5～40公升不等的水上山，就是為了要煮杯熱騰騰的茶讓山友們品嘗這份溫暖。	"柴山有多個名稱，如打狗山、壽山、萬壽山、柴山、鼓山、猴山等，主要是荷治時期、清治時代、日據時代因不同的歷史背景而命名。

而現在最為人所知的名稱－「柴山」是最生活化的稱呼，主要因此處早期許多人民會收集木柴來販賣或日常使用。"		主動奉茶的人情味	柴山當地的奉茶文化已延續超過 30 年，有一群自發性的「背水志工」，他們不分晴雨、出錢又出力在山中煮養生茶，並且無限量供應來登山的山友，累積了居民對於這片山林的濃厚情感，並且有更多人加入志工團隊。	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	松雀鷹（常）、黑枕藍鶲（常）、樹鵲（常）	八色鳥（保）、小燕鷗（保）、臺灣畫眉（保）	臺灣草蜥（保）、黑眉錦蛇（保）、雨傘節（常）	黑眶蟾蜍（常）、史丹吉氏小雨蛙（保）、小雨蛙（常）	臺灣黑金龜（常）、鞭蠍（常）、黃球胸叩頭蟲（常）	"壽山可在不同季節看見淡水蟹及特有種蝸牛
馬卡道澤蟹：淡水蟹（特）
臺灣球蝸牛（特）、小菱蝸牛（特）、高雄煙管蝸牛（特）"	all	高雄市	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	shoushan1	shoushan1: [shoushan1webp, shoushan1],	/ 夢幻景點「天雨洞 / 攝影：山女孩MelissaxMao冒險生活 /	shoushan2	shoushan2: [shoushan2webp, shoushan2],	/ 柴山有名的奉茶文化 / 攝影：山女孩MelissaxMao冒險生活 /	shoushan3	shoushan3: [shoushan3webp, shoushan3],	/ 知名景點「九龍榕」/ 攝影：山女孩MelissaxMao冒險生活 /	shoushan4	shoushan4: [shoushan4webp, shoushan4],	/「九龍榕」壯觀的榕樹 / 攝影：山女孩MelissaxMao冒險生活 /		: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/s8KTVk1yRQusjqKALxg993g
第二波	火燒山	huoshaoshan	coffee	bgCoffee	灰咖	難親近	火燒山山頂上的一等三角點因為於當地的軍事管制區內，因而無法實際攀頂，一般民眾僅能到部隊門口即須折返。	捷徑	連接火燒山一共有三條步道「過山古道」、「過山步道」及「觀海步道」，過去是島民橫越東西邊的唯一路徑，現今成為遊客可以漫步的古道。	過去綠島島民駛船出海捕魚時，會在島上靠海的山之山頂上燒火作為標識，久而久之島民則慣稱其為「火燒山」，因而命名；正好為有「火燒島」別名的綠島增添另一層含義。		真「火燒山」？	在遊客漸多的情況下，亂丟煙蒂、居民燒雜草或其他原因，都可能引起火災，近年頻傳類似事件。	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	梅花鹿（常）、綠島長尾麝鼩（常）、小黃腹鼠（常）	佛法僧（常）、黃鸝（常）、山鷸（常）	斯文豪氏攀蜥（常）、臺灣草蜥（常）、白斑中國石龍子（常）	虎皮蛙（保）、黑眶蟾蜍（常）、澤蛙（常）	黃裳鳳蝶（常）、八重山紫蛺蝶（常）、津田氏大頭竹節蟲（常）			台東縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/VlAfKG2kT46WXygQWC3Big
第二波	太武山	taiwushan	coffee	bgCoffee	灰咖	危險	太武山是八二三砲戰的重要紀念地，當時的防衛師令部設置於太武山山谷的「翠谷」內，是砲戰的重要目標。	文青	太武山有十二奇景，在明朝時文風鼎盛，是士大夫及雅士來到金門島上必定會攀登的山，並題詠相關詩詞，致使十二奇景名揚天下。	由於太武山由堅硬的花崗岩組成，山形似披盔戴甲的武士，因而得「太武」之名；又，自海上遙望似仙人倒臥、也似一枚印章，因此又有「仙山」、「海印」之別稱；還有一俗名「大山」，因其為金門的第一高峰。		山神獻米？	"太武山裡有一「蟹眼泉」，據說早期流出來的是「米」而非「水」，有多少人，縫裡就會流出多少人份的米。
後來，山上廟裡有一貪心的和尚想著「把洞鑿大就可以得到更多米」，因而從一吋、鑿至兩吋，發現見效後，將其越鑿越大，而這個「流米洞」卻就再也流不出半顆米了。"	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	小黃腹鼠（常）、臭鼩（常）、高頭蝠（常）	黑臉鵐（常）、樹鷚（常）、紅尾伯勞（常）	鉛山壁虎（常）、無疣蝎虎（常）、南蛇（常）	黑眶蟾蜍（常）、小雨蛙（常）、澤蛙（常）	臺灣黃蝶（常）、黑樹蔭蝶（常）、薄翅蜻蜓（常）			金門縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	taiwushan1	taiwushan1: [taiwushan1webp, taiwushan1],	/ 石壁上仍可見過去歷史痕跡 / 攝影：金門縣政府 /	taiwushan2	taiwushan2: [taiwushan2webp, taiwushan2],	/ 太武山風景區 / 攝影：金門縣政府 /	taiwushan3	taiwushan3: [taiwushan3webp, taiwushan3],	/ 不同於本島風情的步道 / 攝影：金門縣政府 /	taiwushan4	taiwushan4: [taiwushan4webp, taiwushan4],	/ 多處可見過去史蹟 / 攝影：金門縣政府 /	taiwushan5	taiwushan5: [taiwushan5webp, taiwushan5],	/ 步道行經綠蔭間 / 攝影：金門縣政府 /		: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/J91xWKGdtTE6VG4xoR90ok4w
第一波	雲台山	yuntaishan	coffee	bgCoffee	灰咖	會員制	雲台山上建有軍情館，並於 2010 年開放給民眾參觀，但限於擁有台灣身分證者，且內部嚴禁拍照，保護國家軍事機密。	有志氣	雲台山雖然不是馬祖的第一高峰，但卻被列為台灣小百岳之一，反而擠掉了馬祖第一高峰「璧山」，得勝的原因在於其美景及遼闊的視野，也因此有「北竿芹壁看牆頭，南竿雲台登山頭」之佳句。	清朝年間，東南海域有倭寇出沒，附近船隻經常遭侵害，鄉紳在此山上設置煙台作為警戒，因而得「煙台山」一名；於民國 38 年國軍進駐後，改名為「圓台山」、因景色優美，於民國 47 年改為「雲台山」。		山中歌舞，不亦樂乎	在雲台山上有一軍官俱樂部名為「雲台閣」，集結了西式建築及東方詩詞書畫之美，後於 1990 年代整修裝潢，增設 KTV 及 MTV，且分成飲食、電影及理髮部，作為軍官的休閒場所。	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	此區無常見特殊哺乳類	鳳頭燕鷗（常）、岩鷺（常）、叉尾雨燕（常）	此區無常見特殊爬蟲類	此區無常見特殊兩棲類	此區無常見特殊昆蟲類	知名的「神話之鳥」黑嘴端鳳頭燕鷗曾在此被發現，每年6～8月是賞燕鷗的季節。	6,7,8	馬祖	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	yuntaishan1	yuntaishan1: [yuntaishan1webp, yuntaishan1],	/ 海岸邊的步道 / 攝影：Michael /	yuntaishan2	yuntaishan2: [yuntaishan2webp, yuntaishan2],	/ 附近村落 / 攝影： Michael /	yuntaishan3	yuntaishan3: [yuntaishan3webp, yuntaishan3],	/ 眺望海峽 / 攝影： Michael /	yuntaishan4	yuntaishan4: [yuntaishan4webp, yuntaishan4],	/ 步道上展望良好 / 攝影： cherry0924_ /	yuntaishan5	yuntaishan5: [yuntaishan5webp, yuntaishan5],	/ 南竿風情 / 攝影： cherry0924_ /	yuntaishan6	yuntaishan6: [yuntaishan6webp, yuntaishan6],	/ 海岬一景 / 攝影：cherry0924_ /		: ,			: ,			: ,			: ,		https://hikingbook.net/trails/vQVThNFORbqQetUswKu391A
第一波	大武崙山	dawulunshan	coffee	bgCoffee	灰咖	多寶藏	又稱｢砲台山」的它，砲台的現有構造大多為日治時代修建而成，此處也一度被猜測為日軍撤台前的藏寶處。	堅固	"當年中法戰爭，只有在此處的台灣戰場戰勝法國。
而甲午戰爭後，日本接收台灣時，還因畏懼基隆守備完備的砲台，特別繞道至貢寮登陸。"	「大武崙」一詞是由早期居住在此的巴賽族所命名，而「崙」一字在閩南移民用語中意指「有圓頂的小山」，也因此，當地最高的山即命名為「大武崙山」。		真實的黃金傳說	"據說日本撤離台灣之前，因為過於匆忙，而將黃金埋藏在大武崙砲台附近的某處，因此該處在過去幾十年不斷發生盜挖的紀錄，使古蹟遭到嚴重破壞。
為解決此一現象，基隆市政府在 2003 年請專家進行地質探測是否真的有黃金，結果證實這裡只是一般的土層。"	"穿山甲
0-500m山代表"	"臺灣藍鵲
0-500m山代表"	"黑眉錦蛇
0-500m山代表"	"黑眶蟾蜍
0-500m山代表"	"臺灣黑金龜
0-500m山代表"	穿山甲（保）、臺灣葉鼻蝠（特）、大赤鼯鼠（常）	黃嘴角鴞（保）、黑鳶（保）、叉尾雨燕（常）	紅耳龜（常）、黃口攀蜥（常）、赤尾青竹絲（常）	斯文豪氏赤蛙（常）、面天樹蛙（常）、台北樹蛙（保）	琉璃翠鳳蝶（常）、臺灣扁鍬形蟲（常）、六星白天牛（常）			基隆市	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	dawulunshan1	dawulunshan1: [dawulunshan1webp, dawulunshan1],	/ 老鷹岩的展望 / 攝影：Jeff Chou / 	dawulunshan2	dawulunshan2: [dawulunshan2webp, dawulunshan2],	/ 大武崙砲台 / 攝影：@ThomasKao /	dawulunshan3	dawulunshan3: [dawulunshan3webp, dawulunshan3],	/ 老鷹岩眺望海灣 / 攝影：@ThomasKao /	dawulunshan4	dawulunshan4: [dawulunshan4webp, dawulunshan4],	/ 情人湖吊橋 / 攝影：Jeff Chou /		: [webp, ],			: ,			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/dBXRf8BSRpeWpwvG90zQMTQ
